Tree,Nitrogen,Acclimation,Photo,Cond,Ci,Trmmol,VPD,LA,StmRat,BLCond,Tair,Tleaf,Tleaf_Target,TBlk,CO2R,CO2_Target,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,Press
tree39,HN,10,0.864680946,0.079595934,378.1014443,0.506355304,0.6310249,2,0.5,7.713084698,2.813702106,7.106769085,6C,1.255596519,400.3397217,400,399.6294861,3.528817177,3.864552736,46.45978546,50.88002014,300.4736633,999.6890869,98.87767792
tree39,HN,10,0.933571642,0.079749059,376.6466288,0.504207952,0.627195801,2,0.5,7.713084698,2.723750114,7.000104427,6C,1.158801317,400.2586365,500,399.5031128,3.494239092,3.828583717,46.29970551,50.72986984,300.4549866,1000.049377,98.87864685
tree39,HN,10,0.670089806,0.080006453,579.9407671,0.504861799,0.626018726,2,0.5,7.713084698,2.675803423,6.949615479,6C,1.112720132,600.1147461,600,599.4672852,3.470611811,3.805372477,46.14285278,50.59360123,300.4777222,999.9675293,98.87722015
tree39,HN,10,0.878348917,0.078599498,773.1539262,0.496339045,0.626349646,2,0.5,7.713084698,2.592833519,6.91930294,6C,1.025948048,800.0512085,800,799.2025146,3.451946735,3.781075478,46.16472626,50.5663414,300.4674377,999.9136963,98.87423706
tree39,HN,10,2.088943042,0.079135775,946.1379723,0.499967842,0.626715021,2,0.5,7.713084698,2.578594685,6.909018517,6C,1.010592818,1000.382874,1000,998.6600342,3.438620806,3.770165205,46.03403091,50.47253418,300.4622498,999.8671875,98.87625122
tree39,HN,10,1.733606789,0.080810789,1151.983751,0.508532393,0.624401638,2,0.5,7.713084698,2.56468606,6.869087696,6C,0.990596712,1200.115112,1200,1198.55542,3.428543329,3.765773296,45.94595337,50.46517563,300.4580994,1000.141663,98.87931061
tree39,HN,10,1.256943865,0.078676865,1358.78651,0.493388066,0.622094469,2,0.5,7.713084698,2.487294436,6.810389042,6C,0.91491729,1399.821289,1400,1398.525269,3.42129755,3.748497009,46.10261154,50.51168442,300.4519653,1000.345642,98.88072968
tree39,HN,10,1.393471384,0.078412621,1554.187649,0.490519286,0.620541859,2,0.5,7.713084698,2.448646307,6.778143883,6C,0.8794806,1600.234741,1600,1598.785156,3.416736364,3.742027521,46.16739273,50.56277084,300.4592896,1000.439087,98.87952423
tree39,HN,10,2.144685405,0.080017417,1935.066766,0.498296588,0.61787791,2,0.5,7.713084698,2.417572737,6.739460468,6C,0.849770308,2000.191162,2000,1998.100708,3.411881685,3.742346048,46.204216,50.67941666,300.4449768,1000.185852,98.88023376
tree39,HN,10,0.157415104,0.081202479,294.2450271,0.425990097,0.521158558,2,0.5,7.713084698,1.13139677,4.461380005,2C,0.014080129,300.0804749,300,299.890625,2.976961374,3.259641171,44.20689774,48.40460205,300.4116516,999.9273071,98.89149475
tree39,HN,10,-0.035718868,0.080780265,199.2280867,0.423632728,0.521000051,2,0.5,7.713084698,1.091930389,4.336205006,2C,0.015917452,200.2377625,200,200.2050781,2.905608416,3.186739922,43.27056885,47.45720291,300.4165039,999.9779663,98.89267731
tree39,HN,10,-0.33894231,0.082216103,105.8780415,0.461762872,0.557920971,2,0.5,7.713084698,1.294510603,4.971286774,2C,0.002308377,99.96104431,100,100.1559067,2.891054153,3.197491884,42.42753983,46.92465591,300.4110413,999.2022095,98.88433838
tree39,HN,10,-0.372507221,0.077292123,76.87263914,0.413599013,0.531370738,2,0.5,7.713084698,1.075439215,4.361079693,2C,0.015741793,69.49950409,50,69.72828674,2.822297096,3.096781015,42.07767868,46.16996384,300.4315796,1000.868958,98.88764954
tree39,HN,10,0.728107297,0.079063321,381.3854191,0.416744884,0.523595337,2,0.5,7.713084698,1.01581192,4.128942013,2C,0.018344471,400.1670227,400,399.5714722,2.761991501,3.038574457,41.35630798,45.49768829,300.4368591,1001.18158,98.88897705
tree39,HN,10,0.29072889,0.079239411,390.5352728,0.420401547,0.527043768,2,0.5,7.713084698,1.010030866,4.11558342,2C,0.017935216,400.1469116,500,399.8414612,2.716841459,2.995875359,40.69741058,44.87724686,300.4237671,1001.144897,98.88948059
tree39,HN,10,0.35078522,0.078995299,587.3332146,0.423661924,0.532743007,2,0.5,7.713084698,1.020354033,4.155945778,2C,0.022091625,600.0404663,600,599.6378174,2.680746317,2.961952686,40.12570572,44.33483124,300.4249573,1000.764954,98.88660431
tree39,HN,10,0.575465921,0.078859006,780.7083607,0.428101487,0.539245559,2,0.5,7.713084698,1.038556933,4.220451355,2C,0.02206034,800.0198364,800,799.4088745,2.649888754,2.934064388,39.61198807,43.8599968,300.4095764,1000.513306,98.88690948
tree39,HN,10,0.973007508,0.07910605,970.7222174,0.431018973,0.541237236,2,0.5,7.713084698,1.041823864,4.21653223,2C,0.019838888,1000.171936,1000,999.2373657,2.625546694,2.911679983,39.23804092,43.51422119,300.3942566,1000.757019,98.88479614
tree39,HN,10,1.289654169,0.078965052,1162.200445,0.431646499,0.542995686,2,0.5,7.713084698,1.036684871,4.213613987,2C,0.020066667,1200.17981,1200,1198.976685,2.605610371,2.892145395,38.95498276,43.23880386,300.4157104,1000.69281,98.88600159
tree39,HN,10,1.273409344,0.07828126,1360.448587,0.429529337,0.545019213,2,0.5,7.713084698,1.041038156,4.227888584,2C,0.018465791,1400.167725,1400,1398.919922,2.594873905,2.880008698,38.78328705,43.04494476,300.4139099,1000.828979,98.8884964
tree39,HN,10,1.264106379,0.078651929,1558.698081,0.431198396,0.544598598,2,0.5,7.713084698,1.04890871,4.208171844,2C,0.020174051,1599.906982,1600,1598.606567,2.586386919,2.872615814,38.6351738,42.91082764,300.4306946,1000.687378,98.89012146
tree39,HN,10,1.922199023,0.078316822,1941.002779,0.431261139,0.547002089,2,0.5,7.713084698,1.042674541,4.2379179,2C,0.016896715,1999.971558,2000,1998.118286,2.579439402,2.865710735,38.55010605,42.82847214,300.4319458,1000.978638,98.89373779
tree41,HN,10,2.69543428,0.029653162,147.5036267,0.392343223,1.295133006,2,0.5,7.713084698,15.54689598,19.63367271,18C,13.97646999,300.0254822,300,298.1530762,9.814052582,10.07262993,54.8998642,56.34635162,300.4062805,1000.440613,99.15715027
tree41,HN,10,1.306075608,0.031367933,129.0155774,0.390333709,1.218718852,2,0.5,7.713084698,14.77561569,19.13353729,18C,13.16492653,200.0667114,200,199.1454315,9.877345085,10.1345787,58.06204224,59.57413864,300.4100647,1000.643921,99.15605927
tree41,HN,10,-0.093404458,0.032869553,102.6926441,0.394645025,1.176366087,2,0.5,7.713084698,14.38103676,18.84535789,18C,12.76727581,100.0482941,100,100.0841827,9.901705742,10.16177273,59.70884705,61.27709579,300.4108582,1000.735168,99.15828705
tree41,HN,10,-1.202986118,0.033790089,106.3166875,0.393847498,1.142316227,2,0.5,7.713084698,14.14744663,18.60601997,18C,12.53602219,49.82136917,50,50.60897446,9.918487549,10.17801857,60.72108078,62.30993271,300.4179688,1000.871399,99.15776825
tree41,HN,10,4.349614671,0.034463079,189.0945164,0.395892936,1.125986828,2,0.5,7.713084698,14.00036526,18.49127388,18C,12.38654137,400.2138367,400,397.2132263,9.926635742,10.18753052,61.35216904,62.96464539,300.3967896,1001.012024,99.1559906
tree41,HN,10,4.208362965,0.035498924,201.0393391,0.403922879,1.115540192,2,0.5,7.713084698,13.91364479,18.42102623,18C,12.29605389,399.8382874,500,396.9299011,9.931733131,10.197896,61.73230743,63.38668442,300.4203491,1001.055847,99.15953064
tree41,HN,10,6.645325068,0.035985153,290.824259,0.404725076,1.102813524,2,0.5,7.713084698,13.83387661,18.32036209,18C,12.21793747,600.0651245,600,595.4807129,9.924480438,10.19117069,62.00828171,63.67456818,300.4237671,1001.064819,99.16062927
tree41,HN,10,8.359963304,0.036994178,420.3834687,0.414554337,1.098950476,2,0.5,7.713084698,13.78835678,18.28391838,18C,12.17006683,800.1570435,800,794.3718872,9.908370018,10.18156242,62.09031677,63.80226517,300.3989258,1000.968079,99.15956879
tree41,HN,10,9.164261345,0.037231665,584.1397542,0.415250525,1.093892069,2,0.5,7.713084698,13.76506233,18.23313904,18C,12.14514256,1000.106384,1000,993.730835,9.890943527,10.16457462,62.07709885,63.79445267,300.4261475,1001.038757,99.1628952
tree41,HN,10,10.13370008,0.037921539,746.1449608,0.423965825,1.096648294,2,0.5,7.713084698,13.75185776,18.23645782,18C,12.13539314,1200.009399,1200,1192.926025,9.861730576,10.14112949,61.94730759,63.70237732,300.4065552,1001.092896,99.1635437
tree41,HN,10,10.76066409,0.03809498,917.8940707,0.426070286,1.097130598,2,0.5,7.713084698,13.73522568,18.21772003,18C,12.11646938,1400.075562,1400,1392.516235,9.830526352,10.11133003,61.81817245,63.58397293,300.3964539,1001.18988,99.1636734
tree41,HN,10,11.06660241,0.038205979,1102.59925,0.429127146,1.101790973,2,0.5,7.713084698,13.74260235,18.22899246,18C,12.12380505,1600.155884,1600,1592.33313,9.796736717,10.07955742,61.5747261,63.35231781,300.4035645,1000.995972,99.16136932
tree41,HN,10,12.23985302,0.038826541,1453.694078,0.434881405,1.098894937,2,0.5,7.713084698,13.71833706,18.18924713,18C,12.09738159,1999.985962,2000,1991.260864,9.768935204,10.05554295,61.49941254,63.30372238,300.4164734,1001.343079,99.16538239
tree41,HN,10,2.744670043,0.042289741,190.0598527,0.400820382,0.932733072,2,0.5,7.713084698,11.53754902,15.4832592,14C,10.01492405,300.0154114,300,298.1087036,8.130937576,8.395528793,59.06207275,60.98403168,300.4296875,1001.451538,99.17311096
tree41,HN,10,1.371021253,0.041313275,143.0001885,0.387395368,0.922914989,2,0.5,7.713084698,10.99723434,15.20872211,14C,9.42491436,199.8820343,200,198.9179688,7.927874565,8.183673859,59.68616104,61.61198044,300.4113464,1001.646851,99.1717453
tree41,HN,10,0.082932567,0.040989245,95.26458236,0.380565222,0.914023414,2,0.5,7.713084698,10.68990612,14.96963978,14C,9.111597061,100.0538483,100,99.97330475,7.754685879,8.006024361,59.59087372,61.52228165,300.4063721,1001.8396,99.17663574
tree41,HN,10,-0.885411425,0.040858701,84.35420165,0.377627772,0.910000179,2,0.5,7.713084698,10.48281574,14.7962265,14C,8.900712967,49.94987488,50,50.52661133,7.605896473,7.855317116,59.25925064,61.20254135,300.4253235,1001.791443,99.1757431
tree41,HN,10,4.25985853,0.041548413,227.8766045,0.382861205,0.907531275,2,0.5,7.713084698,10.36746597,14.65844059,14C,8.781500816,400.2446899,400,397.3074036,7.476358891,7.729279995,58.70185852,60.68770981,300.411438,1000.014526,99.17871094
tree41,HN,10,4.170063612,0.041283615,230.2003502,0.380795231,0.908465783,2,0.5,7.713084698,10.257864,14.56238461,14C,8.671010017,400.0850525,500,397.2081909,7.364142895,7.615721703,58.24388885,60.23365402,300.4189453,1000.428955,99.17577362
tree41,HN,10,6.23916736,0.041584725,347.6625596,0.383420751,0.908261449,2,0.5,7.713084698,10.17882252,14.46976757,14C,8.589505196,600.1239624,600,595.8182983,7.264119148,7.517453671,57.75896072,59.77329254,300.423645,1000.597839,99.1789093
tree41,HN,10,7.119241817,0.041053472,506.6609613,0.379092063,0.909607982,2,0.5,7.713084698,10.10698128,14.40660286,14C,8.518924713,799.9876099,800,795.0476074,7.185645103,7.436134338,57.40851593,59.40975571,300.430542,999.2153931,99.17603302
tree41,HN,10,7.970085941,0.040646795,666.942111,0.376761944,0.913079433,2,0.5,7.713084698,10.06750298,14.3779335,14C,8.473912239,1000.019165,1000,994.4636841,7.121220589,7.370199203,57.04558945,59.04006958,300.4154663,998.2407227,99.17827606
tree41,HN,10,8.271509069,0.040891044,853.8463132,0.377994612,0.910698667,2,0.5,7.713084698,9.999704361,14.29451656,14C,8.408232689,1199.987671,1200,1194.18042,7.05513382,7.304944515,56.77350235,58.78376007,300.4141846,998.1420898,99.17868805
tree41,HN,10,8.611192454,0.040758985,1036.363666,0.378655665,0.915262343,2,0.5,7.713084698,9.967154503,14.28176785,14C,8.373344421,1400.155396,1400,1394.071777,6.995120525,7.245354652,56.41321182,58.43126678,300.4483643,998.1821899,99.17835236
tree41,HN,10,8.869080056,0.041177925,1226.37653,0.385136532,0.921544011,2,0.5,7.713084698,9.978701591,14.29844379,14C,8.384949684,1600.077271,1600,1593.764648,6.945082188,7.199615955,55.96787262,58.01906586,300.4424133,999.1239014,99.18100739
tree41,HN,10,10.01670872,0.04119132,1574.824546,0.387821313,0.927640161,2,0.5,7.713084698,9.979117393,14.30996227,14C,8.381012917,1999.860718,2000,1992.677734,6.894451618,7.150792599,55.5556488,57.62125015,300.4186707,998.5361938,99.17624664
tree41,HN,10,2.770781659,0.043283822,192.1053311,0.347526965,0.792959457,2,0.5,7.713084698,7.782356739,11.50139332,10C,6.28073597,300.0982056,300,298.1846619,5.507971287,5.737998486,51.48435974,53.63448334,300.4278259,1001.795227,99.17601013
tree41,HN,10,1.372359469,0.041830691,144.0138056,0.330309299,0.779879978,2,0.5,7.713084698,7.160897255,11.21503925,10C,5.604795933,199.883255,200,198.9259644,5.393050194,5.611696243,52.59818649,54.73062515,300.4451294,998.5834351,99.17851257
tree41,HN,10,0.125995943,0.041587426,93.86464087,0.324297903,0.770229208,2,0.5,7.713084698,6.872751236,10.9987936,10C,5.307993889,100.0546036,100,99.94915009,5.302454472,5.517149448,52.74509048,54.88072205,300.4343262,1000.568359,99.17549133
tree41,HN,10,-0.78333134,0.041442155,79.90024078,0.320350347,0.76361571,2,0.5,7.713084698,6.695845127,10.83499813,10C,5.125003815,49.81651688,50,50.32726288,5.227715969,5.439819336,52.63923264,54.77495193,300.4268188,998.5911255,99.17861176
tree41,HN,10,3.384482685,0.041531853,262.5554864,0.319329276,0.759609662,2,0.5,7.713084698,6.564747334,10.71464825,10C,4.993481159,399.9596863,400,397.6221313,5.163980484,5.375413418,52.46840286,54.61665726,300.4382935,999.5465088,99.17837524
tree41,HN,10,3.841217038,0.041081348,243.1558247,0.313450608,0.753801386,2,0.5,7.713084698,6.465379715,10.58567524,10C,4.892920971,400.0100098,500,397.3700256,5.115061283,5.322612286,52.32682419,54.4500618,300.4391479,1000.48999,99.17580414
tree41,HN,10,5.200583891,0.041173841,387.4649286,0.314757293,0.755280422,2,0.5,7.713084698,6.417921066,10.553895,10C,4.845434189,600.1137085,600,596.5266724,5.071913242,5.280341625,52.05546188,54.194664,300.4343872,999.4352417,99.1760025
tree41,HN,10,5.822845188,0.040940102,558.8877058,0.31319142,0.755816155,2,0.5,7.713084698,6.343077183,10.5119276,10C,4.76369381,799.8582153,800,795.8158569,5.031526566,5.238934517,51.90777588,54.04750443,300.4230347,1000.65802,99.17544556
tree41,HN,10,6.10652098,0.040945858,745.3652673,0.31344853,0.756349777,2,0.5,7.713084698,6.321741104,10.48263836,10C,4.744637489,1000.05249,1000,995.7797852,5.000906467,5.208473206,51.66769409,53.81220245,300.4488525,1000.483215,99.17514801
tree41,HN,10,6.493300277,0.040899005,927.3384076,0.313230891,0.756702941,2,0.5,7.713084698,6.300836086,10.45791626,10C,4.724050999,1200.152344,1200,1195.580566,4.976334095,5.183765888,51.48797607,53.63418198,300.4430237,998.9337158,99.17508698
tree41,HN,10,6.178680691,0.04064143,1135.401836,0.310051779,0.753758987,2,0.5,7.713084698,6.247565746,10.39242268,10C,4.663660526,1399.661499,1400,1395.26062,4.95236063,5.157685757,51.42743683,53.55961609,300.4528809,1000.190063,99.17285156
tree41,HN,10,6.803753678,0.040781602,1309.212312,0.311790558,0.755408211,2,0.5,7.713084698,6.222835064,10.3889122,10C,4.650067329,1600.059814,1600,1595.199707,4.931550026,5.13803196,51.29916,53.44703293,300.4510498,999.5879517,99.17352295
tree41,HN,10,7.433583988,0.040958284,1680.327372,0.315238,0.760495977,2,0.5,7.713084698,6.253355503,10.43279743,10C,4.676263332,2000.132568,2000,1994.765625,4.915228367,5.123999119,51.02323532,53.19041061,300.446991,1001.184204,99.17631531
tree41,HN,10,2.673144833,0.043849546,197.6179573,0.274319563,0.619226392,2,0.5,7.713084698,3.796005487,7.489021778,6C,2.297293901,299.9582825,300,298.1246948,4.061783791,4.243587017,50.02886963,52.26813507,300.4957275,1001.442871,99.15319061
tree41,HN,10,1.053351263,0.042014885,157.0817486,0.258173231,0.608158437,2,0.5,7.713084698,3.300831556,7.195625305,6C,1.753810525,199.8769073,200,199.1416016,3.975821972,4.146943569,50.70925903,52.89181519,300.4911194,1001.582214,99.15022278
tree41,HN,10,0.090643656,0.040937278,95.48293041,0.248009339,0.599563904,2,0.5,7.713084698,3.022291183,6.963541985,6C,1.469139695,100.0703049,100,99.99346924,3.907108068,4.071504116,50.8231926,52.9616394,300.4933167,1001.673645,99.14705658
tree41,HN,10,-0.515270685,0.042721551,69.19373131,0.258034581,0.597898983,2,0.5,7.713084698,2.878541231,6.864406109,6C,1.324481845,50.05059814,50,50.38491821,3.848761797,4.019824028,50.57515335,52.82302094,300.4723206,1001.635376,99.14348602
tree41,HN,10,2.142550945,0.042045313,313.2333602,0.25239203,0.594214107,2,0.5,7.713084698,2.776403189,6.74656868,6C,1.217819214,400.0743408,400,398.5812378,3.808642864,3.975974083,50.41183472,52.62665558,300.4681702,1001.81189,99.14315796
tree41,HN,10,3.076765719,0.041956193,276.6644446,0.251753393,0.593970183,2,0.5,7.713084698,2.694121599,6.683609962,6C,1.133486748,399.9108276,500,397.7961426,3.768575191,3.935493231,50.17232132,52.39456177,300.4619751,1000.922363,99.14025116
tree41,HN,10,3.668236165,0.041507524,450.2449569,0.247783566,0.590899393,2,0.5,7.713084698,2.618062019,6.58951664,6C,1.059040189,599.8630371,600,597.3227539,3.738250494,3.902544022,50.03675079,52.2358284,300.4580688,1000.931458,99.13716125
tree41,HN,10,4.46362749,0.040733241,614.0427607,0.243436275,0.591515707,2,0.5,7.713084698,2.561130285,6.560834408,6C,0.998230577,800.0436401,800,796.9432373,3.715497971,3.876915693,49.9333992,52.10272598,300.4533691,1000.76062,99.1361618
tree41,HN,10,4.292760617,0.041938363,823.6429912,0.249890292,0.589849085,2,0.5,7.713084698,2.546693802,6.512919903,6C,0.981102288,999.9215088,1000,996.8981323,3.69565177,3.861353159,49.71713638,51.94629669,300.4505615,1000.754211,99.13504028
tree41,HN,10,4.131957898,0.040742425,1023.325095,0.243913991,0.592547422,2,0.5,7.713084698,2.514168262,6.520965099,6C,0.946957767,1199.952515,1200,1197.00769,3.677886486,3.839626551,49.59202957,51.77290344,300.4542542,999.3890991,99.13360596
tree41,HN,10,4.434822162,0.041831497,1213.845113,0.25003027,0.591667296,2,0.5,7.713084698,2.485615492,6.488046646,6C,0.922107935,1399.984619,1400,1396.800171,3.660603285,3.82639575,49.45781326,51.69780731,300.4642639,1000.41687,99.13050842
tree41,HN,10,4.767681319,0.04108801,1395.62373,0.246655387,0.594145334,2,0.5,7.713084698,2.501858234,6.508953094,6C,0.936317384,1599.999146,1600,1596.563354,3.652200222,3.815762281,49.28403473,51.49119568,300.4537964,1000.935669,99.12397003
tree41,HN,10,4.474553261,0.041109609,1803.330488,0.247716559,0.596369429,2,0.5,7.713084698,2.497557163,6.521854877,6C,0.928364336,1999.986084,2000,1996.678345,3.637914658,3.802181005,49.10450745,51.32176971,300.4567871,1000.81073,99.12038422
tree41,HN,10,1.57119573,0.042555224,237.4160522,0.221713753,0.516107641,2,0.5,7.713084698,1.202770829,4.261610985,2C,0.043359857,300.1057739,300,299.015686,3.03860569,3.185731649,44.98164749,47.15960693,300.4329529,999.0216064,99.09069061
tree41,HN,10,1.137361201,0.046307682,158.3013346,0.248824769,0.53249868,2,0.5,7.713084698,1.231992126,4.468767643,2C,0.005830477,200.1364136,200,199.3461914,2.978025198,3.143159866,43.99079514,46.43013763,300.4125977,1000.496948,99.08724976
tree41,HN,10,0.202904776,0.04351732,91.4200735,0.225842327,0.514233164,2,0.5,7.713084698,1.026071072,3.874637127,2C,0.016878013,99.8637619,100,99.71368408,2.82986784,2.979775906,42.42464447,44.67202759,300.4099426,999.2545776,99.08349609
tree41,HN,10,-0.564481618,0.042642757,70.98912088,0.221414874,0.514439146,2,0.5,7.713084698,0.995609462,3.778199196,2C,0.021181135,49.84631348,50,50.21477509,2.775569677,2.922569752,41.70009995,43.90862274,300.3641663,998.8615112,99.0789566
tree41,HN,10,1.460973824,0.042044238,340.1522874,0.220947325,0.520570002,2,0.5,7.713084698,1.004584551,3.819887877,2C,0.021637723,400.163269,400,399.131897,2.738164902,2.88483882,41.10728836,43.30926132,300.4077759,998.5602417,99.0687027
tree41,HN,10,2.061931549,0.042405505,317.5556282,0.224825357,0.525238902,2,0.5,7.713084698,1.028804302,3.856893063,2C,0.020654932,400.2054138,500,398.7730713,2.709590197,2.858831882,40.60886765,42.8455658,300.4289551,998.2286377,99.07226563
tree41,HN,10,2.410575381,0.041998063,501.2352099,0.225827318,0.532644619,2,0.5,7.713084698,1.042212486,3.948295116,2C,0.019377597,599.9454956,600,598.2507324,2.686886311,2.836802483,40.22845078,42.47301483,300.4168091,998.3082275,99.06908417
tree41,HN,10,2.67517325,0.041814651,688.7406725,0.225682556,0.534625983,2,0.5,7.713084698,1.053156376,3.946596861,2C,0.021413706,799.9290161,800,798.0282593,2.666035891,2.815849781,39.88443756,42.12568665,300.4355164,998.1539917,99.0681076
tree41,HN,10,2.648415865,0.041860105,888.1025426,0.226644677,0.536302212,2,0.5,7.713084698,1.048720479,3.9486413,2C,0.019999279,999.9234009,1000,998.0097656,2.649795294,2.800250769,39.65215302,41.90360641,300.4344177,998.3404541,99.06314087
tree41,HN,10,2.884132062,0.041984948,1077.576932,0.226094315,0.533427826,2,0.5,7.713084698,1.040165663,3.870514631,2C,0.021877348,1199.949341,1200,1197.848755,2.634173393,2.784288883,39.44221497,41.68993759,300.3884583,998.4233398,99.06199646
tree41,HN,10,3.053672087,0.041269733,1267.35487,0.224263956,0.538196537,2,0.5,7.713084698,1.039984345,3.937355757,2C,0.021889962,1400.16748,1400,1397.925903,2.625892162,2.774773598,39.31690979,41.54608154,300.4292297,998.2315674,99.05741119
tree41,HN,10,3.373514091,0.040975647,1451.94162,0.222114424,0.536847394,2,0.5,7.713084698,1.039291859,3.904050827,2C,0.02093094,1600.034912,1600,1597.552734,2.621740341,2.769205093,39.2565155,41.46457291,300.4098816,998.3840942,99.05693054
tree41,HN,10,3.397736852,0.041101643,1847.890439,0.223619341,0.538823889,2,0.5,7.713084698,1.042544842,3.93435359,2C,0.020172479,2000.133789,2000,1997.574463,2.618309259,2.766765833,39.19533157,41.41767883,300.425415,998.3719482,99.055336
tree30,LN,10,4.252395435,0.05539999,168.4868252,0.725407157,1.266137205,2,0.5,7.713084698,15.2147646,19.16287613,18C,13.69475842,299.9351501,300,296.9606628,9.373718262,9.851906776,52.72571564,55.41545105,300.4089355,999.9536743,97.60107422
tree30,LN,10,2.258162623,0.054607529,128.5867745,0.677610689,1.199746796,2,0.5,7.713084698,14.36368752,18.88290405,18C,12.75568104,200.0107727,200,198.4178619,9.690954208,10.13750839,57.5813446,60.23466492,300.4076233,999.8303833,97.59515381
tree30,LN,10,-0.252059356,0.05452185,105.5793711,0.649273015,1.151501686,2,0.5,7.713084698,14.01347637,18.69553947,18C,12.39395428,99.98452759,100,100.1090698,9.941854477,10.36964703,60.43367004,63.03409958,300.3980713,999.7639771,97.60500336
tree30,LN,10,-1.145250984,0.055033784,83.35512105,0.63338187,1.11308979,2,0.5,7.713084698,13.80223846,18.5390358,18C,12.17950916,50.3604126,50,51.10128784,10.12873936,10.54595089,62.42678833,64.99820709,300.4242249,999.7045288,97.6158371
tree30,LN,10,6.44091122,0.054914414,201.4245521,0.614850744,1.082884122,2,0.5,7.713084698,13.67236042,18.40469933,18C,12.04972267,400.0629578,400,395.6129761,10.26648331,10.67145252,63.81203079,66.32914734,300.4126587,999.7692261,97.61549377
tree30,LN,10,6.718937359,0.055433259,195.1062338,0.611889641,1.067846145,2,0.5,7.713084698,13.60755634,18.35660172,18C,11.98602581,400.113739,400,395.4793091,10.35493374,10.75793362,64.64594269,67.16187286,300.4005737,999.8330078,97.63394165
tree30,LN,10,10.33630028,0.056270994,289.6899868,0.614044205,1.05567738,2,0.5,7.713084698,13.59452629,18.31204224,18C,11.97733784,600.3061523,600,593.1820068,10.41850758,10.82289791,65.09272003,67.61927032,300.4020691,999.4418335,97.62600708
tree30,LN,10,12.52480681,0.055899395,420.1845545,0.608555707,1.053391006,2,0.5,7.713084698,13.58114719,18.32037926,18C,11.95903587,800.1828003,800,791.5234985,10.45414448,10.85490322,65.38873291,67.895401,300.4051208,999.7965088,97.65058899
tree30,LN,10,13.5102673,0.055586181,585.6621778,0.600993199,1.046166494,2,0.5,7.713084698,13.53399563,18.27008438,18C,11.91300392,1000.052673,1000,990.6618042,10.46479797,10.86056519,65.65740204,68.1404953,300.4119873,999.9408569,97.65179443
tree30,LN,10,14.56332079,0.055627135,751.5021962,0.600303485,1.044375549,2,0.5,7.713084698,13.52623653,18.25412178,18C,11.90828037,1200.00769,1200,1189.836426,10.46034241,10.85566425,65.67253113,68.15445709,300.4067688,999.7796631,97.66654205
tree30,LN,10,14.88019179,0.055027919,933.6478507,0.599720229,1.054659788,2,0.5,7.713084698,13.55214214,18.31698418,18C,11.93170166,1399.788452,1400,1389.326782,10.44003296,10.83498859,65.43784332,67.913414,300.3994446,999.7079468,97.6714325
tree30,LN,10,15.34571651,0.05496896,1115.871649,0.599556481,1.055608628,2,0.5,7.713084698,13.56181431,18.30206108,18C,11.94298363,1599.86731,1600,1589.016479,10.40930653,10.8041544,65.20946503,67.68300629,300.4087524,999.6567383,97.67935181
tree30,LN,10,16.58942742,0.054451482,1467.164928,0.598672701,1.063997984,2,0.5,7.713084698,13.5570631,18.33287621,18C,11.93532181,1999.987793,2000,1988.150146,10.3657999,10.76010513,64.95687103,67.42777252,300.3921204,999.6634521,97.67916107
tree30,LN,10,3.645061807,0.055158932,187.2805498,0.542773276,0.955980513,2,0.5,7.713084698,11.23723412,15.45956802,14C,9.725288391,300.0344849,300,297.5002441,7.894504547,8.252879143,57.65458298,60.27183914,300.4084778,999.7997437,97.74565887
tree30,LN,10,1.976692241,0.053566322,136.7605086,0.526757137,0.955412179,2,0.5,7.713084698,10.73013687,15.30036831,14C,9.153773308,200.1957397,200,198.8100739,7.72688818,8.074735641,58.36868668,60.99631882,300.4211731,999.7696533,97.75352478
tree30,LN,10,-0.459089006,0.052017048,112.5514244,0.506279532,0.945581524,2,0.5,7.713084698,10.42723656,15.07648277,14C,8.842019081,99.74143219,100,100.0133591,7.586301804,7.920685768,58.47256851,61.04988098,300.4147949,1000.259155,97.74879456
tree30,LN,10,-1.024985611,0.052042347,81.27821754,0.502756105,0.938823339,2,0.5,7.713084698,10.21542835,14.90499783,14C,8.630794525,49.94355774,50,50.60897064,7.46355772,7.795642376,58.35374451,60.95014572,300.4274902,1000.181702,97.76166534
tree30,LN,10,5.377123705,0.052304044,226.2404233,0.504369387,0.937502198,2,0.5,7.713084698,10.12286663,14.80231571,14C,8.535069466,400.2286072,400,396.5158081,7.359239101,7.692425251,57.91028976,60.53215408,300.4263916,1000.216614,97.7868576
tree30,LN,10,5.938580449,0.05214825,208.2325465,0.502293098,0.936477812,2,0.5,7.713084698,10.03274632,14.70720482,14C,8.442860603,400.263916,400,396.1777649,7.265614986,7.597480774,57.51751709,60.14470291,300.4087524,1000.401917,97.78368378
tree30,LN,10,7.695973126,0.051740618,347.8128857,0.49918084,0.938064378,2,0.5,7.713084698,9.986037254,14.65093327,14C,8.39656353,599.8017578,600,594.4807129,7.188869476,7.518693447,57.09058762,59.70989609,300.4194336,1000.40033,97.78772736
tree30,LN,10,9.771188626,0.051819474,480.033161,0.501153434,0.940512709,2,0.5,7.713084698,9.935009003,14.60693741,14C,8.341874123,800.1465454,800,793.3770142,7.113147259,7.444289684,56.68900299,59.32807922,300.4282532,1000.499268,97.79870605
